,Ontology Term,Preferred Name,odds ratio,exact p-value,adj p-value,Reference Genes,User/Study Genes
234,GO:0007568,Aging,2.2665573770491805,6.767729692404076e-05,0.0006162953847550945,451,31
235,GO:0007050,Regulation Of Cell Cycle,2.4860629087988166,7.047969936168991e-05,0.0006390955789576967,347,26
236,GO:0090351,Seedling Development,1.747476086891743,7.143571160785647e-05,0.0006450313200034298,1173,63
237,GO:0009789,Positive Regulation Of Abscisic Acid-activated Signaling Pathway,1.8837822624931357,7.200946771741102e-05,0.0006474800878792419,849,49
238,GO:2000377,Regulation Of Reactive Oxygen Species Metabolic Process,1.9097292331533762,7.816997891869502e-05,0.0006999320288117463,821,48
239,GO:0006561,Proline Biosynthetic Process,7.937175775123658,8.071946325543516e-05,0.0007197485473609635,34,7
240,GO:0006511,Ubiquitin-dependent Protein Catabolic Process,1.4119704637492538,8.184278382548634e-05,0.000726736752641248,3575,156
241,GO:0009083,Branched-chain Amino Acid Catabolic Process,10.202985074626866,8.286654990437588e-05,0.0007327868462618362,24,6
242,GO:0035835,Indole Alkaloid Biosynthetic Process,3.248323647339731,9.13643941381858e-05,0.0008046082446737349,167,16
243,GO:0000160,Phosphorelay Signal Transduction System,1.9432177482480415,9.454359770768607e-05,0.0008291938487477384,757,45
244,GO:1900150,Regulation Of Defense Response To Fungus,1.6461449867953222,0.00010467051320685761,0.0009142648908680624,1439,73
245,GO:0009072,Aromatic Amino Acid Family Metabolic Process,9.665900164250518,0.00010611057171547775,0.0009230757051671641,25,6
246,GO:0009866,"Induced Systemic Resistance, Ethylene Mediated Signaling Pathway",5.404399782726779,0.00010933705442853225,0.0009472926982876883,60,9
247,GO:0043617,Cellular Response To Sucrose Starvation,24.47670192568484,0.00011151920441344361,0.0009623028122772956,9,4
248,GO:0009856,Pollination,2.5957020357674487,0.00011390290977577922,0.0009789246061050905,282,22
249,GO:0009939,Positive Regulation Of Gibberellic Acid Mediated Signaling Pathway,2.0744030139952616,0.00011625310675384623,0.0009948095947062102,585,37
250,GO:0010310,Regulation Of Hydrogen Peroxide Metabolic Process,2.8284287285572267,0.00011668093844451344,0.0009948095947062102,225,19
251,GO:0010155,Regulation Of Proton Transport,7.389653300385638,0.00011850655152746525,0.0010023874318923938,36,7
252,GO:0009102,Biotin Biosynthetic Process,7.389653300385638,0.00011850655152746525,0.0010023874318923938,36,7
253,GO:0019477,L-lysine Catabolic Process,91.7659978308026,0.0001240804337877643,0.0010454020799441559,4,3
254,GO:0051170,Import Into Nucleus,4.712222849142164,0.00012754529757112357,0.0010703801443223704,75,10
255,GO:0005975,Carbohydrate Metabolic Process,1.609342606282368,0.0001382148036283006,0.0011553893740803252,1551,77
256,GO:0035066,Positive Regulation Of Histone Acetylation,4.212133152173913,0.0001465254383727508,0.00121536603921584,91,11
257,GO:0046283,Anthocyanin-containing Compound Metabolic Process,2.54661339010681,0.0001465205625384584,0.00121536603921584,287,22
258,GO:0009751,Response To Salicylic Acid,1.6132327767340684,0.00015149794723025745,0.0012517591006669922,1507,75
259,GO:0071901,Negative Regulation Of Protein Serine/threonine Kinase Activity,20.397070789259562,0.00018118506024254977,0.0014799085073246433,10,4
260,GO:0017014,Protein Nitrosylation,20.397070789259562,0.00018118506024254977,0.0014799085073246433,10,4
261,GO:0033484,Nitric Oxide Homeostasis,20.397070789259562,0.00018118506024254977,0.0014799085073246433,10,4
262,GO:0009646,Response To Absence Of Light,2.055348495712031,0.00018850261406893365,0.0015338235517396122,542,34
263,GO:0009904,Chloroplast Accumulation Movement,4.921645844649647,0.00020517624570224685,0.001663171082586395,65,9
264,GO:0032502,Developmental Process,2.598839276232865,0.00022318063794605865,0.0018022889253002474,256,20
265,GO:0009909,Regulation Of Flower Development,1.6476133903850994,0.00022779829364382806,0.0018326629639014741,1299,66
266,GO:0010224,Response To UV-B,1.518994689844612,0.00022867537573293762,0.0018328288541890878,2002,94
267,GO:0043161,Proteasome-mediated Ubiquitin-dependent Protein Catabolic Process,1.6840164439786685,0.0002326469441010655,0.0018577032103592544,1195,62
268,GO:0031640,Killing Of Cells Of Other Organism,2.326151961466715,0.00024202165585781335,0.001925376741768478,369,26
269,GO:0015969,Guanosine Tetraphosphate Metabolic Process,10.92919153553988,0.00025513740503759966,0.002022200173260975,19,5
270,GO:0042026,Protein Refolding,2.121842260619785,0.00026811028463456966,0.0021171808454537974,464,30
271,GO:0019438,Aromatic Compound Biosynthetic Process,1.7951034981596543,0.00028243189344528345,0.0022220744557827445,870,48
272,GO:0042843,D-xylose Catabolic Process,45.88259219088937,0.00030284802936009247,0.0023739735634820433,5,3
273,GO:0043153,Entrainment Of Circadian Clock By Photoperiod,3.8289402173913043,0.0003099822626600665,0.002421029350702709,99,11
274,GO:0010498,Proteasomal Protein Catabolic Process,3.154473755779168,0.00032069090068941665,0.0024905933350996535,150,14
275,GO:0006351,"Transcription, DNA-templated",1.730345499512853,0.0003212167105081796,0.0024905933350996535,976,52
276,GO:0006228,UTP Biosynthetic Process,6.122529858849077,0.00032448355202801507,0.002506840438050369,42,7
277,GO:0010270,Photosystem II Oxygen Evolving Complex Assembly,10.200488334237656,0.00033131342286243665,0.0025503982910993327,20,5
278,GO:0006616,"SRP-dependent Cotranslational Protein Targeting To Membrane, Translocation",4.518031896421225,0.0003623358228515828,0.00276928093179424,70,9
279,GO:0006165,Nucleoside Diphosphate Phosphorylation,4.518031896421225,0.0003623358228515828,0.00276928093179424,70,9
280,GO:0031930,Mitochondria-nucleus Signaling Pathway,3.4038235027634323,0.000449044094699148,0.0034076395838871514,120,12
281,GO:1900056,Negative Regulation Of Leaf Senescence,3.4038235027634323,0.000449044094699148,0.0034076395838871514,120,12
282,GO:0048364,Root Development,1.384200625447924,0.00045974418524628586,0.0034765108000955895,3170,136
283,GO:0046685,Response To Arsenic-containing Substance,2.59063665959821,0.0004621241660894686,0.0034822032233502213,231,18
284,GO:0010051,Xylem And Phloem Pattern Formation,1.7605778761635908,0.0004655469175290478,0.0034956856263584643,886,48
285,GO:0006809,Nitric Oxide Biosynthetic Process,2.8729937431991295,0.0004978997402790515,0.003725543511178917,175,15
286,GO:0006183,GTP Biosynthetic Process,5.639022229841705,0.0005024887277027832,0.0037459773518732577,45,7
287,GO:0006099,Tricarboxylic Acid Cycle,2.754939998471299,0.0005041315314670553,0.0037459773518732577,194,16
288,GO:0009736,Cytokinin-activated Signaling Pathway,1.6711386948704456,0.0005083243860363611,0.0037640629277432966,1106,57
289,GO:0071454,Cellular Response To Anoxia,4.802606570730383,0.0005295373364830765,0.003880855822170492,59,8
290,GO:0003376,Sphingosine-1-phosphate Receptor Signaling Pathway,4.802606570730383,0.0005295373364830765,0.003880855822170492,59,8
291,GO:0032544,Plastid Translation,4.802606570730383,0.0005295373364830765,0.003880855822170492,59,8
292,GO:0010362,Negative Regulation Of Anion Channel Activity By Blue Light,6.801447308909996,0.000534234479809207,0.003901917361063833,33,6
293,GO:0045087,Innate Immune Response,1.3910986547971522,0.000545885472538212,0.003973452079019638,2968,128
294,GO:1902553,Positive Regulation Of Catalase Activity,13.597685561884097,0.000571552512831835,0.00411825716316541,13,4
295,GO:1902192,2-methylbut-2-enoyl-CoA(4-) Metabolic Process,13.597685561884097,0.000571552512831835,0.00411825716316541,13,4
296,GO:1902190,2-methylbutanoyl-CoA(4-) Catabolic Process,13.597685561884097,0.000571552512831835,0.00411825716316541,13,4
297,GO:1903647,Negative Regulation Of Chlorophyll Catabolic Process,30.588123644251628,0.0005913618872609809,0.004194889474138924,6,3
298,GO:0034337,RNA Folding,30.588123644251628,0.0005913618872609809,0.004194889474138924,6,3
299,GO:0006210,Thymine Catabolic Process,30.588123644251628,0.0005913618872609809,0.004194889474138924,6,3
300,GO:0070932,Histone H3 Deacetylation,30.588123644251628,0.0005913618872609809,0.004194889474138924,6,3
301,GO:0016135,Saponin Biosynthetic Process,2.237645707256787,0.0005919890753224088,0.004194889474138924,353,24
302,GO:0006081,Cellular Aldehyde Metabolic Process,4.710206980095657,0.0005941835337325776,0.004196543769596423,60,8
303,GO:0050777,Negative Regulation Of Immune Response,3.7808767746284726,0.0006263006661188613,0.004394371886866764,91,10
304,GO:1903507,Negative Regulation Of Nucleic Acid-templated Transcription,3.7808767746284726,0.0006263006661188613,0.004394371886866764,91,10
305,GO:0097502,Mannosylation,6.558480325644505,0.0006314162690765858,0.004415786979816646,34,6
306,GO:0010193,Response To Ozone,2.2040500400888976,0.000671011804070384,0.0046774112726730354,358,24
307,GO:1902382,11-oxo-beta-amyrin Catabolic Process,3.2245032259910444,0.0006973537569677401,0.0048295697084497205,126,12
308,GO:1902386,Glycyrrhetinate Biosynthetic Process,3.2245032259910444,0.0006973537569677401,0.0048295697084497205,126,12
309,GO:0010942,Positive Regulation Of Cell Death,0.42246692042776873,0.0007311917347784079,0.005047581652986429,949,13
310,GO:0009450,Gamma-aminobutyric Acid Catabolic Process,6.332269686052496,0.0007417486414803532,0.005093319436084738,35,6
311,GO:0019236,Response To Pheromone,4.535674420007844,0.0007425774131114199,0.005093319436084738,62,8
312,GO:0010015,Root Morphogenesis,1.622909163626047,0.000757116296601085,0.005176450078997834,1177,59
313,GO:0009710,Tropane Alkaloid Biosynthetic Process,3.4031702898550726,0.0007645475496412549,0.005210610688637852,110,11
314,GO:0070981,L-asparagine Biosynthetic Process,12.237808516409004,0.0007801146523473362,0.0052663891357201875,14,4
315,GO:0033387,Putrescine Biosynthetic Process From Ornithine,12.237808516409004,0.0007801146523473362,0.0052663891357201875,14,4
316,GO:0006529,Asparagine Biosynthetic Process,12.237808516409004,0.0007801146523473362,0.0052663891357201875,14,4
317,GO:2000280,Regulation Of Root Development,2.0178798990923514,0.0007970151396768932,0.00536356100285708,470,29
318,GO:0009772,Photosynthetic Electron Transport In Photosystem II,3.9939187114753323,0.0008106586820543066,0.005438274544188765,78,9
319,GO:0007166,Cell Surface Receptor Signaling Pathway,3.369108695652174,0.000824674898894776,0.005515013386358814,111,11
320,GO:0071421,Manganese Ion Transmembrane Transport,5.101791530944626,0.0008520618579306452,0.005680412386204302,49,7
321,GO:0065003,Protein-containing Complex Assembly,2.608169054855985,0.0008671505572386835,0.005763050287238456,204,16
322,GO:0010167,Response To Nitrate,2.322626978034224,0.0009410078957736138,0.0062345414766425186,284,20
323,GO:0042732,D-xylose Metabolic Process,7.65002712967987,0.0009952054404637923,0.006573270501828751,25,5
324,GO:0018026,Peptidyl-lysine Monomethylation,5.9236311113056415,0.001006570096043605,0.006627876940102506,37,6
325,GO:0006571,Tyrosine Biosynthetic Process,4.296840390413993,0.0010196397667348212,0.0066933408000383965,65,8
326,GO:0006888,Endoplasmic Reticulum To Golgi Vesicle-mediated Transport,0.2517848056719275,0.001036944780708387,0.006746241585365621,488,4
327,GO:0006166,Purine Ribonucleoside Salvage,11.125181842838474,0.0010371558325164903,0.006746241585365621,15,4
328,GO:0006572,Tyrosine Catabolic Process,11.125181842838474,0.0010371558325164903,0.006746241585365621,15,4
329,GO:0009687,Abscisic Acid Metabolic Process,2.377365390600685,0.0010611617040690313,0.006881472868811293,264,19
330,GO:0010271,Regulation Of Chlorophyll Catabolic Process,4.869805547329977,0.001087014052432026,0.007027824991554488,51,7
331,GO:0043069,Negative Regulation Of Programmed Cell Death,1.9838936143786028,0.0011850701084215366,0.007638704915729182,461,28
332,GO:0045859,Regulation Of Protein Kinase Activity,4.761545421643142,0.001222105365775693,0.007853770218498448,52,7
333,GO:0045910,Negative Regulation Of DNA Recombination,1.9701903738600985,0.0012620767513271795,0.008086360023473545,464,28
334,GO:0010371,Regulation Of Gibberellin Biosynthetic Process,2.9883253004859487,0.0012779180017731563,0.008163416488938969,135,12
335,GO:0010029,Regulation Of Seed Germination,1.6701827206118935,0.0012869937033585213,0.008191283410021897,931,48
336,GO:0010102,Lateral Root Morphogenesis,2.183135004114769,0.0012899357519520465,0.008191283410021897,331,22
337,GO:0009910,Negative Regulation Of Flower Development,0.363019682409168,0.001313082469122409,0.008313599064857857,679,8
338,GO:0009228,Thiamine Biosynthetic Process,5.564524485012952,0.00133852566423316,0.008449690033802248,39,6
339,GO:0031047,Gene Silencing By RNA,0.16982355886015113,0.0013445352644548317,0.008462663135098058,361,2
340,GO:0031146,SCF-dependent Proteasomal Ubiquitin-dependent Protein Catabolic Process,1.729061618115654,0.0014065105985691106,0.008817782408604246,788,42
341,GO:0006457,Protein Folding,1.5877906564908248,0.0014091970017489027,0.008817782408604246,1181,58
342,GO:0070208,Protein Heterotrimerization,18.35254880694143,0.001578557202432169,0.009707219578174832,8,3
343,GO:0006354,"DNA-templated Transcription, Elongation",18.35254880694143,0.001578557202432169,0.009707219578174832,8,3
344,GO:0030007,Cellular Potassium Ion Homeostasis,2.5391895466487115,0.0015784275386032083,0.009707219578174832,196,15
345,GO:0046337,Phosphatidylethanolamine Metabolic Process,18.35254880694143,0.001578557202432169,0.009707219578174832,8,3
346,GO:0002213,Defense Response To Insect,2.5391895466487115,0.0015784275386032083,0.009707219578174832,196,15
347,GO:0042425,Choline Biosynthetic Process,18.35254880694143,0.001578557202432169,0.009707219578174832,8,3
348,GO:0071398,Cellular Response To Fatty Acid,6.652020571374649,0.0017014689957136127,0.010433076363401522,28,5
349,GO:0033532,Stachyose Biosynthetic Process,9.413448498883811,0.001719098809510482,0.010511061292435517,17,4
350,GO:1902457,Negative Regulation Of Stomatal Opening,5.246458616010854,0.0017480535068400682,0.0106576481613611,41,6
351,GO:0009965,Leaf Morphogenesis,1.5061117888540336,0.0018365662275056697,0.011165487860403786,1435,67
352,GO:0043248,Proteasome Assembly,1.6821575734718963,0.001877940249142731,0.011384680263924772,828,43
353,GO:0009773,Photosynthetic Electron Transport In Photosystem I,4.372692725298588,0.0018986076457038102,0.011477458649169926,56,7
354,GO:0007292,Female Gamete Generation,1.703521233803548,0.0019257271172231478,0.011608608537626863,780,41
355,GO:0051788,Response To Misfolded Protein,1.698893017580833,0.001966914917466708,0.011823589672412232,782,41
356,GO:0010014,Meristem Initiation,3.8266358946510994,0.001990377176036665,0.011864643890580676,72,8
357,GO:0019285,Glycine Betaine Biosynthetic Process From Choline,3.8266358946510994,0.001990377176036665,0.011864643890580676,72,8
358,GO:0035266,Meristem Growth,1.6965882657017317,0.0019888443146533754,0.011864643890580676,783,41
359,GO:0060359,Response To Ammonium Ion,6.374796527400977,0.0020027481187150737,0.011905224927917383,29,5
360,GO:0030422,Production Of SiRNA Involved In RNA Interference,0.10442885250770316,0.0020586970098289276,0.012203910252171482,293,1
361,GO:0033206,Meiotic Cytokinesis,1.8361468025402452,0.002090646464937293,0.012359070262336484,549,31
362,GO:0006241,CTP Biosynthetic Process,4.285200868621064,0.0021059943485902633,0.012415503873231854,57,7
363,GO:1901671,Positive Regulation Of Superoxide Dismutase Activity,8.74098182804448,0.002155117547088053,0.012670196568045147,18,4
364,GO:0000398,"MRNA Splicing, Via Spliceosome",0.411993857937792,0.002226726047361461,0.013055325318776788,749,10
365,GO:0097428,Protein Maturation By Iron-sulfur Cluster Transfer,4.962778246360336,0.002246117396750323,0.013097251305301611,43,6
366,GO:0019676,Ammonia Assimilation Cycle,4.962778246360336,0.002246117396750323,0.013097251305301611,43,6
367,GO:0043953,Protein Transport By The Tat Complex,15.293655097613883,0.0023120762019932686,0.013408788813727899,9,3
368,GO:0005980,Glycogen Catabolic Process,15.293655097613883,0.0023120762019932686,0.013408788813727899,9,3
369,GO:0005992,Trehalose Biosynthetic Process,4.20114006514658,0.0023304465046747793,0.013478798702713589,58,7
370,GO:1900426,Positive Regulation Of Defense Response To Bacterium,1.7623102651542424,0.002411056155945047,0.01390743982135418,663,36
371,GO:1990110,Callus Formation,2.9039917541229388,0.0024537367404223066,0.014115582323934775,127,11
372,GO:0031542,Positive Regulation Of Anthocyanin Biosynthetic Process,2.3050784994773124,0.0025052303567625147,0.014373171483838557,243,17
373,GO:0006972,Hyperosmotic Response,2.6025919883994924,0.0025673027966222604,0.014689914397785126,166,13
374,GO:0010078,Maintenance Of Root Meristem Identity,1.5833742538641646,0.0025887149216392933,0.014772933152821568,1061,52
375,GO:0010152,Pollen Maturation,0.27394641970116684,0.0026538982212303735,0.01510463349317287,449,4
376,GO:0006605,Protein Targeting,5.884323218832171,0.00271930324025142,0.015435832716546524,31,5
377,GO:0007188,Adenylate Cyclase-modulating G Protein-coupled Receptor Signaling Pathway,3.6014118924789575,0.002806512863550878,0.015888723619044653,76,8
378,GO:0010378,Temperature Compensation Of The Circadian Clock,4.042534775572081,0.002834213403457582,0.01596109653526112,60,7
379,GO:0015840,Urea Transport,4.042534775572081,0.002834213403457582,0.01596109653526112,60,7
